"BehaviorSpace results (NetLogo 6.0)"
"diffusion.nlogo"
"experiment"
"04/08/2019 21:48:53:577 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","rewiring-proportion","infect-seed-neighbors","number-of-nodes","average-node-degree","threshold-value","[step]","count turtles with [color = green]"
"48","0.04","true","500","4","1","5","71"
"47","0.04","true","500","4","1","6","89"
"50","0.04","true","500","4","1","3","30"
"48","0.04","true","500","4","1","6","111"
"47","0.04","true","500","4","1","7","123"
"50","0.04","true","500","4","1","4","50"
"48","0.04","true","500","4","1","7","165"
"51","0.05","true","500","4","1","0","5"
"47","0.04","true","500","4","1","8","169"
"48","0.04","true","500","4","1","8","225"
"50","0.04","true","500","4","1","5","84"
"51","0.05","true","500","4","1","1","16"
"47","0.04","true","500","4","1","9","225"
"48","0.04","true","500","4","1","9","293"
"50","0.04","true","500","4","1","6","128"
"51","0.05","true","500","4","1","2","30"
"48","0.04","true","500","4","1","10","363"
"47","0.04","true","500","4","1","10","293"
"51","0.05","true","500","4","1","3","49"
"50","0.04","true","500","4","1","7","183"
"47","0.04","true","500","4","1","11","349"
"47","0.04","true","500","4","1","12","402"
"51","0.05","true","500","4","1","4","73"
"53","0.05","true","500","4","1","0","5"
"47","0.04","true","500","4","1","13","442"
"50","0.04","true","500","4","1","8","247"
"51","0.05","true","500","4","1","5","109"
"53","0.05","true","500","4","1","1","12"
"47","0.04","true","500","4","1","14","470"
"50","0.04","true","500","4","1","9","313"
"51","0.05","true","500","4","1","6","160"
"47","0.04","true","500","4","1","15","486"
"53","0.05","true","500","4","1","2","22"
"47","0.04","true","500","4","1","16","495"
"50","0.04","true","500","4","1","10","380"
"51","0.05","true","500","4","1","7","244"
"47","0.04","true","500","4","1","17","500"
"53","0.05","true","500","4","1","3","38"
"49","0.04","true","500","4","1","0","5"
"50","0.04","true","500","4","1","11","435"
"51","0.05","true","500","4","1","8","324"
"52","0.05","true","500","4","1","0","5"
"48","0.04","true","500","4","1","11","418"
"50","0.04","true","500","4","1","12","474"
"53","0.05","true","500","4","1","4","64"
"51","0.05","true","500","4","1","9","388"
"50","0.04","true","500","4","1","13","495"
"53","0.05","true","500","4","1","5","100"
"50","0.04","true","500","4","1","14","500"
"51","0.05","true","500","4","1","10","446"
"49","0.04","true","500","4","1","1","9"
"51","0.05","true","500","4","1","11","476"
"53","0.05","true","500","4","1","6","141"
"51","0.05","true","500","4","1","12","492"
"53","0.05","true","500","4","1","7","192"
"51","0.05","true","500","4","1","13","500"
"53","0.05","true","500","4","1","8","257"
"49","0.04","true","500","4","1","2","13"
"48","0.04","true","500","4","1","12","452"
"52","0.05","true","500","4","1","1","14"
"53","0.05","true","500","4","1","9","329"
"53","0.05","true","500","4","1","10","400"
"49","0.04","true","500","4","1","3","17"
"48","0.04","true","500","4","1","13","475"
"52","0.05","true","500","4","1","2","28"
"53","0.05","true","500","4","1","11","456"
"48","0.04","true","500","4","1","14","486"
"53","0.05","true","500","4","1","12","490"
"48","0.04","true","500","4","1","15","491"
"54","0.05","true","500","4","1","0","5"
"53","0.05","true","500","4","1","13","498"
"49","0.04","true","500","4","1","4","21"
"48","0.04","true","500","4","1","16","495"
"53","0.05","true","500","4","1","14","500"
"54","0.05","true","500","4","1","1","9"
"48","0.04","true","500","4","1","17","499"
"52","0.05","true","500","4","1","3","47"
"49","0.04","true","500","4","1","5","25"
"48","0.04","true","500","4","1","18","500"
"55","0.05","true","500","4","1","0","5"
"54","0.05","true","500","4","1","2","16"
"52","0.05","true","500","4","1","4","74"
"49","0.04","true","500","4","1","6","29"
"54","0.05","true","500","4","1","3","29"
"52","0.05","true","500","4","1","5","110"
"54","0.05","true","500","4","1","4","46"
"56","0.05","true","500","4","1","0","5"
"49","0.04","true","500","4","1","7","33"
"54","0.05","true","500","4","1","5","73"
"56","0.05","true","500","4","1","1","9"
"52","0.05","true","500","4","1","6","161"
"54","0.05","true","500","4","1","6","110"
"49","0.04","true","500","4","1","8","40"
"52","0.05","true","500","4","1","7","230"
"56","0.05","true","500","4","1","2","14"
"54","0.05","true","500","4","1","7","156"
"54","0.05","true","500","4","1","8","209"
"52","0.05","true","500","4","1","8","306"
"49","0.04","true","500","4","1","9","52"
"56","0.05","true","500","4","1","3","22"
"54","0.05","true","500","4","1","9","286"
"52","0.05","true","500","4","1","9","380"
"49","0.04","true","500","4","1","10","77"
"57","0.05","true","500","4","1","0","5"
"52","0.05","true","500","4","1","10","444"
"56","0.05","true","500","4","1","4","30"
"54","0.05","true","500","4","1","10","366"
"49","0.04","true","500","4","1","11","115"
"52","0.05","true","500","4","1","11","479"
"54","0.05","true","500","4","1","11","425"
"57","0.05","true","500","4","1","1","11"
"56","0.05","true","500","4","1","5","40"
"52","0.05","true","500","4","1","12","496"
"49","0.04","true","500","4","1","12","169"
"54","0.05","true","500","4","1","12","457"
"58","0.05","true","500","4","1","0","5"
"52","0.05","true","500","4","1","13","500"
"54","0.05","true","500","4","1","13","479"
"49","0.04","true","500","4","1","13","226"
"57","0.05","true","500","4","1","2","19"
"56","0.05","true","500","4","1","6","57"
"54","0.05","true","500","4","1","14","493"
"49","0.04","true","500","4","1","14","281"
"58","0.05","true","500","4","1","1","10"
"54","0.05","true","500","4","1","15","497"
"57","0.05","true","500","4","1","3","28"
"56","0.05","true","500","4","1","7","78"
"54","0.05","true","500","4","1","16","500"
"49","0.04","true","500","4","1","15","340"
"58","0.05","true","500","4","1","2","20"
"56","0.05","true","500","4","1","8","113"
"1","0","true","500","4","1","10","45"
"55","0.05","true","500","4","1","1","9"
"49","0.04","true","500","4","1","16","391"
"57","0.05","true","500","4","1","4","43"
"56","0.05","true","500","4","1","9","156"
"58","0.05","true","500","4","1","3","34"
"56","0.05","true","500","4","1","10","214"
"57","0.05","true","500","4","1","5","69"
"49","0.04","true","500","4","1","17","428"
"58","0.05","true","500","4","1","4","55"
"49","0.04","true","500","4","1","18","462"
"56","0.05","true","500","4","1","11","281"
"57","0.05","true","500","4","1","6","112"
"58","0.05","true","500","4","1","5","84"
"49","0.04","true","500","4","1","19","485"
"56","0.05","true","500","4","1","12","356"
"57","0.05","true","500","4","1","7","167"
"49","0.04","true","500","4","1","20","495"
"58","0.05","true","500","4","1","6","123"
"56","0.05","true","500","4","1","13","420"
"49","0.04","true","500","4","1","21","500"
"57","0.05","true","500","4","1","8","232"
"56","0.05","true","500","4","1","14","459"
"57","0.05","true","500","4","1","9","305"
"56","0.05","true","500","4","1","15","488"
"58","0.05","true","500","4","1","7","177"
"56","0.05","true","500","4","1","16","498"
"57","0.05","true","500","4","1","10","383"
"56","0.05","true","500","4","1","17","500"
"58","0.05","true","500","4","1","8","237"
"57","0.05","true","500","4","1","11","437"
"57","0.05","true","500","4","1","12","460"
"59","0.05","true","500","4","1","0","5"
"55","0.05","true","500","4","1","2","14"
"60","0.05","true","500","4","1","0","5"
"57","0.05","true","500","4","1","13","470"
"58","0.05","true","500","4","1","9","314"
"57","0.05","true","500","4","1","14","479"
"59","0.05","true","500","4","1","1","14"
"57","0.05","true","500","4","1","15","484"
"58","0.05","true","500","4","1","10","394"
"55","0.05","true","500","4","1","3","22"
"57","0.05","true","500","4","1","16","488"
"58","0.05","true","500","4","1","11","454"
"59","0.05","true","500","4","1","2","35"
"57","0.05","true","500","4","1","17","492"
"58","0.05","true","500","4","1","12","481"
"55","0.05","true","500","4","1","4","32"
"57","0.05","true","500","4","1","18","496"
"58","0.05","true","500","4","1","13","494"
"59","0.05","true","500","4","1","3","71"
"57","0.05","true","500","4","1","19","500"
"55","0.05","true","500","4","1","5","51"
"58","0.05","true","500","4","1","14","499"
"59","0.05","true","500","4","1","4","131"
"58","0.05","true","500","4","1","15","500"
"55","0.05","true","500","4","1","6","85"
"59","0.05","true","500","4","1","5","215"
"59","0.05","true","500","4","1","6","297"
"55","0.05","true","500","4","1","7","126"
"61","0.06","true","500","4","1","0","5"
"59","0.05","true","500","4","1","7","364"
"55","0.05","true","500","4","1","8","167"
"59","0.05","true","500","4","1","8","414"
"61","0.06","true","500","4","1","1","9"
"59","0.05","true","500","4","1","9","441"
"55","0.05","true","500","4","1","9","220"
"59","0.05","true","500","4","1","10","461"
"61","0.06","true","500","4","1","2","16"
"55","0.05","true","500","4","1","10","281"
"59","0.05","true","500","4","1","11","474"
"60","0.05","true","500","4","1","1","9"
"61","0.06","true","500","4","1","3","30"
"55","0.05","true","500","4","1","11","344"
"59","0.05","true","500","4","1","12","480"
"59","0.05","true","500","4","1","13","485"
"55","0.05","true","500","4","1","12","393"
"63","0.06","true","500","4","1","0","5"
"59","0.05","true","500","4","1","14","490"
"55","0.05","true","500","4","1","13","436"
"61","0.06","true","500","4","1","4","53"
"59","0.05","true","500","4","1","15","494"
"63","0.06","true","500","4","1","1","9"
"55","0.05","true","500","4","1","14","463"
"59","0.05","true","500","4","1","16","498"
"61","0.06","true","500","4","1","5","96"
"59","0.05","true","500","4","1","17","500"
"55","0.05","true","500","4","1","15","480"
"63","0.06","true","500","4","1","2","15"
"64","0.06","true","500","4","1","0","5"
"55","0.05","true","500","4","1","16","492"
"63","0.06","true","500","4","1","3","26"
"61","0.06","true","500","4","1","6","158"
"64","0.06","true","500","4","1","1","13"
"55","0.05","true","500","4","1","17","500"
"63","0.06","true","500","4","1","4","47"
"64","0.06","true","500","4","1","2","24"
"60","0.05","true","500","4","1","2","15"
"61","0.06","true","500","4","1","7","249"
"64","0.06","true","500","4","1","3","40"
"63","0.06","true","500","4","1","5","74"
"61","0.06","true","500","4","1","8","354"
"60","0.05","true","500","4","1","3","24"
"61","0.06","true","500","4","1","9","418"
"63","0.06","true","500","4","1","6","118"
"64","0.06","true","500","4","1","4","67"
"60","0.05","true","500","4","1","4","39"
"63","0.06","true","500","4","1","7","177"
"64","0.06","true","500","4","1","5","113"
"61","0.06","true","500","4","1","10","462"
"61","0.06","true","500","4","1","11","488"
"63","0.06","true","500","4","1","8","250"
"64","0.06","true","500","4","1","6","189"
"61","0.06","true","500","4","1","12","499"
"63","0.06","true","500","4","1","9","334"
"64","0.06","true","500","4","1","7","275"
"60","0.05","true","500","4","1","5","66"
"61","0.06","true","500","4","1","13","500"
"63","0.06","true","500","4","1","10","403"
"64","0.06","true","500","4","1","8","362"
"63","0.06","true","500","4","1","11","453"
"63","0.06","true","500","4","1","12","478"
"64","0.06","true","500","4","1","9","421"
"63","0.06","true","500","4","1","13","488"
"64","0.06","true","500","4","1","10","471"
"60","0.05","true","500","4","1","6","108"
"63","0.06","true","500","4","1","14","492"
"64","0.06","true","500","4","1","11","495"
"63","0.06","true","500","4","1","15","496"
"64","0.06","true","500","4","1","12","500"
"60","0.05","true","500","4","1","7","162"
"63","0.06","true","500","4","1","16","500"
"60","0.05","true","500","4","1","8","233"
"60","0.05","true","500","4","1","9","310"
"60","0.05","true","500","4","1","10","369"
"60","0.05","true","500","4","1","11","418"
"66","0.06","true","500","4","1","0","5"
"60","0.05","true","500","4","1","12","456"
"65","0.06","true","500","4","1","0","5"
"60","0.05","true","500","4","1","13","476"
"62","0.06","true","500","4","1","0","5"
"60","0.05","true","500","4","1","14","491"
"60","0.05","true","500","4","1","15","496"
"65","0.06","true","500","4","1","1","13"
"66","0.06","true","500","4","1","1","15"
"60","0.05","true","500","4","1","16","500"
"67","0.06","true","500","4","1","0","5"
"68","0.06","true","500","4","1","0","5"
"66","0.06","true","500","4","1","2","33"
"65","0.06","true","500","4","1","2","23"
"66","0.06","true","500","4","1","3","64"
"65","0.06","true","500","4","1","3","36"
"62","0.06","true","500","4","1","1","14"
"67","0.06","true","500","4","1","1","11"
"66","0.06","true","500","4","1","4","114"
"65","0.06","true","500","4","1","4","59"
"66","0.06","true","500","4","1","5","176"
"65","0.06","true","500","4","1","5","93"
"68","0.06","true","500","4","1","1","15"
"67","0.06","true","500","4","1","2","24"
"66","0.06","true","500","4","1","6","244"
"65","0.06","true","500","4","1","6","148"
"66","0.06","true","500","4","1","7","324"
"65","0.06","true","500","4","1","7","222"
"66","0.06","true","500","4","1","8","401"
"65","0.06","true","500","4","1","8","308"
"66","0.06","true","500","4","1","9","448"
"68","0.06","true","500","4","1","2","38"
"66","0.06","true","500","4","1","10","474"
"65","0.06","true","500","4","1","9","391"
"62","0.06","true","500","4","1","2","34"
"67","0.06","true","500","4","1","3","47"
"66","0.06","true","500","4","1","11","488"
"65","0.06","true","500","4","1","10","444"
"68","0.06","true","500","4","1","3","69"
"66","0.06","true","500","4","1","12","494"
"65","0.06","true","500","4","1","11","473"
"66","0.06","true","500","4","1","13","498"
"1","0","true","500","4","1","11","49"
"65","0.06","true","500","4","1","12","483"
"67","0.06","true","500","4","1","4","88"
"66","0.06","true","500","4","1","14","500"
"62","0.06","true","500","4","1","3","73"
"68","0.06","true","500","4","1","4","121"
"65","0.06","true","500","4","1","13","487"
"70","0.06","true","500","4","1","0","5"
"65","0.06","true","500","4","1","14","491"
"62","0.06","true","500","4","1","4","134"
"65","0.06","true","500","4","1","15","495"
"65","0.06","true","500","4","1","16","499"
"68","0.06","true","500","4","1","5","203"
"65","0.06","true","500","4","1","17","500"
"70","0.06","true","500","4","1","1","11"
"62","0.06","true","500","4","1","5","212"
"68","0.06","true","500","4","1","6","285"
"62","0.06","true","500","4","1","6","300"
"70","0.06","true","500","4","1","2","21"
"68","0.06","true","500","4","1","7","370"
"62","0.06","true","500","4","1","7","378"
"68","0.06","true","500","4","1","8","427"
"70","0.06","true","500","4","1","3","43"
"62","0.06","true","500","4","1","8","447"
"68","0.06","true","500","4","1","9","463"
"62","0.06","true","500","4","1","9","475"
"70","0.06","true","500","4","1","4","79"
"68","0.06","true","500","4","1","10","478"
"62","0.06","true","500","4","1","10","491"
"70","0.06","true","500","4","1","5","136"
"68","0.06","true","500","4","1","11","483"
"62","0.06","true","500","4","1","11","499"
"62","0.06","true","500","4","1","12","500"
"70","0.06","true","500","4","1","6","217"
"68","0.06","true","500","4","1","12","488"
"68","0.06","true","500","4","1","13","492"
"70","0.06","true","500","4","1","7","316"
"68","0.06","true","500","4","1","14","496"
"70","0.06","true","500","4","1","8","394"
"68","0.06","true","500","4","1","15","500"
"70","0.06","true","500","4","1","9","448"
"67","0.06","true","500","4","1","5","151"
"71","0.07","true","500","4","1","0","5"
"72","0.07","true","500","4","1","0","5"
"70","0.06","true","500","4","1","10","480"
"69","0.06","true","500","4","1","0","5"
"67","0.06","true","500","4","1","6","227"
"70","0.06","true","500","4","1","11","496"
"72","0.07","true","500","4","1","1","12"
"70","0.06","true","500","4","1","12","500"
"69","0.06","true","500","4","1","1","9"
"72","0.07","true","500","4","1","2","24"
"71","0.07","true","500","4","1","1","9"
"67","0.06","true","500","4","1","7","313"
"72","0.07","true","500","4","1","3","43"
"69","0.06","true","500","4","1","2","16"
"67","0.06","true","500","4","1","8","378"
"67","0.06","true","500","4","1","9","427"
"72","0.07","true","500","4","1","4","79"
"71","0.07","true","500","4","1","2","15"
"69","0.06","true","500","4","1","3","30"
"67","0.06","true","500","4","1","10","464"
"72","0.07","true","500","4","1","5","136"
"72","0.07","true","500","4","1","6","226"
"69","0.06","true","500","4","1","4","53"
"71","0.07","true","500","4","1","3","25"
"67","0.06","true","500","4","1","11","486"
"72","0.07","true","500","4","1","7","323"
"67","0.06","true","500","4","1","12","496"
"69","0.06","true","500","4","1","5","95"
"71","0.07","true","500","4","1","4","43"
"67","0.06","true","500","4","1","13","500"
"72","0.07","true","500","4","1","8","415"
"72","0.07","true","500","4","1","9","471"
"71","0.07","true","500","4","1","5","71"
"72","0.07","true","500","4","1","10","492"
"72","0.07","true","500","4","1","11","498"
"72","0.07","true","500","4","1","12","500"
"71","0.07","true","500","4","1","6","106"
"73","0.07","true","500","4","1","0","5"
"71","0.07","true","500","4","1","7","157"
"74","0.07","true","500","4","1","0","5"
"71","0.07","true","500","4","1","8","235"
"73","0.07","true","500","4","1","1","9"
"73","0.07","true","500","4","1","2","16"
"71","0.07","true","500","4","1","9","336"
"71","0.07","true","500","4","1","10","414"
"73","0.07","true","500","4","1","3","24"
"71","0.07","true","500","4","1","11","460"
"69","0.06","true","500","4","1","6","161"
"71","0.07","true","500","4","1","12","487"
"73","0.07","true","500","4","1","4","29"
"71","0.07","true","500","4","1","13","498"
"71","0.07","true","500","4","1","14","500"
"73","0.07","true","500","4","1","5","35"
"74","0.07","true","500","4","1","1","14"
"76","0.07","true","500","4","1","0","5"
"69","0.06","true","500","4","1","7","226"
"73","0.07","true","500","4","1","6","47"
"76","0.07","true","500","4","1","1","16"
"74","0.07","true","500","4","1","2","27"
"69","0.06","true","500","4","1","8","303"
"73","0.07","true","500","4","1","7","67"
"76","0.07","true","500","4","1","2","38"
"69","0.06","true","500","4","1","9","385"
"75","0.07","true","500","4","1","0","5"
"74","0.07","true","500","4","1","3","54"
"76","0.07","true","500","4","1","3","76"
"73","0.07","true","500","4","1","8","98"
"69","0.06","true","500","4","1","10","447"
"74","0.07","true","500","4","1","4","107"
"69","0.06","true","500","4","1","11","483"
"73","0.07","true","500","4","1","9","143"
"76","0.07","true","500","4","1","4","140"
"69","0.06","true","500","4","1","12","495"
"74","0.07","true","500","4","1","5","195"
"73","0.07","true","500","4","1","10","214"
"76","0.07","true","500","4","1","5","240"
"69","0.06","true","500","4","1","13","500"
"75","0.07","true","500","4","1","1","12"
"74","0.07","true","500","4","1","6","306"
"73","0.07","true","500","4","1","11","307"
"76","0.07","true","500","4","1","6","341"
"75","0.07","true","500","4","1","2","22"
"74","0.07","true","500","4","1","7","413"
"73","0.07","true","500","4","1","12","401"
"76","0.07","true","500","4","1","7","414"
"73","0.07","true","500","4","1","13","460"
"74","0.07","true","500","4","1","8","458"
"76","0.07","true","500","4","1","8","467"
"73","0.07","true","500","4","1","14","493"
"74","0.07","true","500","4","1","9","476"
"76","0.07","true","500","4","1","9","490"
"75","0.07","true","500","4","1","3","40"
"73","0.07","true","500","4","1","15","500"
"74","0.07","true","500","4","1","10","485"
"76","0.07","true","500","4","1","10","500"
"77","0.07","true","500","4","1","0","5"
"1","0","true","500","4","1","12","53"
"78","0.07","true","500","4","1","0","5"
"74","0.07","true","500","4","1","11","490"
"74","0.07","true","500","4","1","12","494"
"75","0.07","true","500","4","1","4","75"
"74","0.07","true","500","4","1","13","498"
"79","0.07","true","500","4","1","0","5"
"74","0.07","true","500","4","1","14","500"
"77","0.07","true","500","4","1","1","10"
"75","0.07","true","500","4","1","5","134"
"79","0.07","true","500","4","1","1","10"
"75","0.07","true","500","4","1","6","219"
"79","0.07","true","500","4","1","2","18"
"75","0.07","true","500","4","1","7","313"
"79","0.07","true","500","4","1","3","33"
"75","0.07","true","500","4","1","8","407"
"75","0.07","true","500","4","1","9","471"
"79","0.07","true","500","4","1","4","64"
"78","0.07","true","500","4","1","1","12"
"77","0.07","true","500","4","1","2","20"
"75","0.07","true","500","4","1","10","493"
"79","0.07","true","500","4","1","5","113"
"75","0.07","true","500","4","1","11","497"
"77","0.07","true","500","4","1","3","35"
"75","0.07","true","500","4","1","12","500"
"78","0.07","true","500","4","1","2","24"
"79","0.07","true","500","4","1","6","186"
"77","0.07","true","500","4","1","4","56"
"79","0.07","true","500","4","1","7","267"
"78","0.07","true","500","4","1","3","48"
"79","0.07","true","500","4","1","8","371"
"77","0.07","true","500","4","1","5","94"
"79","0.07","true","500","4","1","9","445"
"78","0.07","true","500","4","1","4","86"
"79","0.07","true","500","4","1","10","479"
"79","0.07","true","500","4","1","11","486"
"77","0.07","true","500","4","1","6","161"
"80","0.07","true","500","4","1","0","5"
"79","0.07","true","500","4","1","12","490"
"78","0.07","true","500","4","1","5","144"
"79","0.07","true","500","4","1","13","494"
"77","0.07","true","500","4","1","7","247"
"79","0.07","true","500","4","1","14","498"
"80","0.07","true","500","4","1","1","13"
"78","0.07","true","500","4","1","6","235"
"79","0.07","true","500","4","1","15","500"
"77","0.07","true","500","4","1","8","334"
"80","0.07","true","500","4","1","2","23"
"78","0.07","true","500","4","1","7","334"
"77","0.07","true","500","4","1","9","410"
"81","0.08","true","500","4","1","0","5"
"78","0.07","true","500","4","1","8","415"
"80","0.07","true","500","4","1","3","35"
"77","0.07","true","500","4","1","10","468"
"78","0.07","true","500","4","1","9","472"
"77","0.07","true","500","4","1","11","496"
"78","0.07","true","500","4","1","10","496"
"77","0.07","true","500","4","1","12","500"
"80","0.07","true","500","4","1","4","51"
"78","0.07","true","500","4","1","11","500"
"80","0.07","true","500","4","1","5","77"
"80","0.07","true","500","4","1","6","119"
"81","0.08","true","500","4","1","1","15"
"82","0.08","true","500","4","1","0","5"
"80","0.07","true","500","4","1","7","189"
"80","0.07","true","500","4","1","8","279"
"80","0.07","true","500","4","1","9","369"
"81","0.08","true","500","4","1","2","33"
"80","0.07","true","500","4","1","10","443"
"82","0.08","true","500","4","1","1","13"
"80","0.07","true","500","4","1","11","480"
"81","0.08","true","500","4","1","3","63"
"80","0.07","true","500","4","1","12","496"
"82","0.08","true","500","4","1","2","29"
"80","0.07","true","500","4","1","13","500"
"86","0.08","true","500","4","1","0","5"
"82","0.08","true","500","4","1","3","60"
"81","0.08","true","500","4","1","4","126"
"83","0.08","true","500","4","1","0","5"
"84","0.08","true","500","4","1","0","5"
"86","0.08","true","500","4","1","1","10"
"82","0.08","true","500","4","1","4","113"
"81","0.08","true","500","4","1","5","223"
"86","0.08","true","500","4","1","2","19"
"83","0.08","true","500","4","1","1","13"
"82","0.08","true","500","4","1","5","205"
"81","0.08","true","500","4","1","6","332"
"82","0.08","true","500","4","1","6","311"
"86","0.08","true","500","4","1","3","35"
"81","0.08","true","500","4","1","7","415"
"82","0.08","true","500","4","1","7","414"
"85","0.08","true","500","4","1","0","5"
"81","0.08","true","500","4","1","8","467"
"82","0.08","true","500","4","1","8","482"
"86","0.08","true","500","4","1","4","61"
"83","0.08","true","500","4","1","2","25"
"84","0.08","true","500","4","1","1","9"
"82","0.08","true","500","4","1","9","497"
"81","0.08","true","500","4","1","9","491"
"86","0.08","true","500","4","1","5","104"
"81","0.08","true","500","4","1","10","499"
"82","0.08","true","500","4","1","10","500"
"83","0.08","true","500","4","1","3","41"
"81","0.08","true","500","4","1","11","500"
"86","0.08","true","500","4","1","6","173"
"83","0.08","true","500","4","1","4","74"
"86","0.08","true","500","4","1","7","252"
"86","0.08","true","500","4","1","8","348"
"83","0.08","true","500","4","1","5","136"
"86","0.08","true","500","4","1","9","425"
"86","0.08","true","500","4","1","10","469"
"85","0.08","true","500","4","1","1","14"
"83","0.08","true","500","4","1","6","225"
"86","0.08","true","500","4","1","11","493"
"86","0.08","true","500","4","1","12","500"
"83","0.08","true","500","4","1","7","337"
"84","0.08","true","500","4","1","2","14"
"83","0.08","true","500","4","1","8","438"
"87","0.08","true","500","4","1","0","5"
"83","0.08","true","500","4","1","9","487"
"85","0.08","true","500","4","1","2","35"
"83","0.08","true","500","4","1","10","500"
"88","0.08","true","500","4","1","0","5"
"84","0.08","true","500","4","1","3","22"
"88","0.08","true","500","4","1","1","16"
"85","0.08","true","500","4","1","3","72"
"87","0.08","true","500","4","1","1","9"
"88","0.08","true","500","4","1","2","31"
"89","0.08","true","500","4","1","0","5"
"85","0.08","true","500","4","1","4","132"
"84","0.08","true","500","4","1","4","35"
"88","0.08","true","500","4","1","3","64"
"87","0.08","true","500","4","1","2","15"
"85","0.08","true","500","4","1","5","229"
"1","0","true","500","4","1","13","57"
"84","0.08","true","500","4","1","5","61"
"88","0.08","true","500","4","1","4","117"
"85","0.08","true","500","4","1","6","340"
"89","0.08","true","500","4","1","1","9"
"87","0.08","true","500","4","1","3","28"
"84","0.08","true","500","4","1","6","105"
"85","0.08","true","500","4","1","7","433"
"88","0.08","true","500","4","1","5","183"
"87","0.08","true","500","4","1","4","54"
"84","0.08","true","500","4","1","7","175"
"89","0.08","true","500","4","1","2","13"
"85","0.08","true","500","4","1","8","473"
"91","0.09","true","500","4","1","0","5"
"85","0.08","true","500","4","1","9","500"
"88","0.08","true","500","4","1","6","276"
"87","0.08","true","500","4","1","5","108"
"84","0.08","true","500","4","1","8","285"
"89","0.08","true","500","4","1","3","19"
"91","0.09","true","500","4","1","1","14"
"88","0.08","true","500","4","1","7","368"
"87","0.08","true","500","4","1","6","204"
"84","0.08","true","500","4","1","9","395"
"91","0.09","true","500","4","1","2","33"
"88","0.08","true","500","4","1","8","439"
"89","0.08","true","500","4","1","4","31"
"84","0.08","true","500","4","1","10","465"
"87","0.08","true","500","4","1","7","321"
"84","0.08","true","500","4","1","11","494"
"91","0.09","true","500","4","1","3","73"
"88","0.08","true","500","4","1","9","484"
"90","0.08","true","500","4","1","0","5"
"89","0.08","true","500","4","1","5","56"
"88","0.08","true","500","4","1","10","499"
"84","0.08","true","500","4","1","12","500"
"87","0.08","true","500","4","1","8","414"
"91","0.09","true","500","4","1","4","130"
"89","0.08","true","500","4","1","6","104"
"88","0.08","true","500","4","1","11","500"
"91","0.09","true","500","4","1","5","221"
"87","0.08","true","500","4","1","9","467"
"89","0.08","true","500","4","1","7","186"
"87","0.08","true","500","4","1","10","489"
"91","0.09","true","500","4","1","6","347"
"89","0.08","true","500","4","1","8","294"
"91","0.09","true","500","4","1","7","439"
"87","0.08","true","500","4","1","11","495"
"91","0.09","true","500","4","1","8","491"
"89","0.08","true","500","4","1","9","393"
"87","0.08","true","500","4","1","12","499"
"91","0.09","true","500","4","1","9","500"
"89","0.08","true","500","4","1","10","463"
"87","0.08","true","500","4","1","13","500"
"89","0.08","true","500","4","1","11","490"
"89","0.08","true","500","4","1","12","499"
"89","0.08","true","500","4","1","13","500"
"90","0.08","true","500","4","1","1","9"
"94","0.09","true","500","4","1","0","5"
"92","0.09","true","500","4","1","0","5"
"94","0.09","true","500","4","1","1","14"
"92","0.09","true","500","4","1","1","12"
"94","0.09","true","500","4","1","2","35"
"90","0.08","true","500","4","1","2","14"
"93","0.09","true","500","4","1","0","5"
"92","0.09","true","500","4","1","2","27"
"94","0.09","true","500","4","1","3","82"
"94","0.09","true","500","4","1","4","159"
"92","0.09","true","500","4","1","3","53"
"93","0.09","true","500","4","1","1","13"
"94","0.09","true","500","4","1","5","258"
"93","0.09","true","500","4","1","2","29"
"97","0.09","true","500","4","1","0","5"
"95","0.09","true","500","4","1","0","5"
"92","0.09","true","500","4","1","4","100"
"94","0.09","true","500","4","1","6","381"
"93","0.09","true","500","4","1","3","60"
"97","0.09","true","500","4","1","1","16"
"95","0.09","true","500","4","1","1","11"
"94","0.09","true","500","4","1","7","463"
"93","0.09","true","500","4","1","4","114"
"92","0.09","true","500","4","1","5","162"
"97","0.09","true","500","4","1","2","36"
"94","0.09","true","500","4","1","8","493"
"95","0.09","true","500","4","1","2","25"
"93","0.09","true","500","4","1","5","199"
"92","0.09","true","500","4","1","6","255"
"94","0.09","true","500","4","1","9","500"
"97","0.09","true","500","4","1","3","80"
"93","0.09","true","500","4","1","6","321"
"96","0.09","true","500","4","1","0","5"
"90","0.08","true","500","4","1","3","25"
"92","0.09","true","500","4","1","7","370"
"97","0.09","true","500","4","1","4","146"
"93","0.09","true","500","4","1","7","424"
"92","0.09","true","500","4","1","8","449"
"97","0.09","true","500","4","1","5","242"
"93","0.09","true","500","4","1","8","479"
"92","0.09","true","500","4","1","9","487"
"90","0.08","true","500","4","1","4","41"
"93","0.09","true","500","4","1","9","497"
"92","0.09","true","500","4","1","10","499"
"96","0.09","true","500","4","1","1","16"
"97","0.09","true","500","4","1","6","344"
"93","0.09","true","500","4","1","10","500"
"97","0.09","true","500","4","1","7","423"
"92","0.09","true","500","4","1","11","500"
"90","0.08","true","500","4","1","5","72"
"96","0.09","true","500","4","1","2","35"
"95","0.09","true","500","4","1","3","55"
"97","0.09","true","500","4","1","8","474"
"97","0.09","true","500","4","1","9","494"
